vehicleplatenumber,rapid_times,deceleration_times,fatigueDriving_times,idlePreheating_times,overlongIdle_times,coastingEngineoff_times,speeding_times,changeRoad_times,safeMiles_flag,speed_stabilization,lowVisibilitySpeeding_times,crossWind_time,highWind_time,adverseweatherSpeeding_times,average_speed,againstWind_time,diseconomicSpeed_rate,safescorebyPredict,totalscorebyPredict
AD00437,51,48,0,5,6,0,35,0,0,0.757840265,0,0,0,0,77.97605253,0,0.841946698,76.42510056125515,72.70564186901053
AD00438,25,24,0,3,3,0,0,0,0,0.752938198,0,0,0,0,58.08656716,0,0.715588723,81.99405814928457,79.1039817834968
AD00443,45,41,0,4,5,0,0,0,0,0.77121368,0,0,0,0,29.93725943,0,1.0,81.51016784249846,76.89025991528246
AD00444,47,52,0,1,8,0,0,0,0,0.784600764,0,0,0,0,37.69289962,0,1.0,81.29482318800557,76.32541857305343
AD00449,246,269,1,13,28,0,0,0,0,0.8479861329999999,0,0,0,0,38.22833815,0,0.996202452,68.52507577056748,63.28365731861481
AD00450,200,217,1,3,12,0,2,0,0,0.82524168,0,0,0,0,34.13248938,0,0.9591437509999999,70.8055015558028,66.26321334923672
AD00461,217,220,0,1,28,0,0,0,0,0.828919587,0,0,0,0,38.72990396,0,0.9997347059999999,76.2464908201146,70.12971869950826
AD00471,141,162,0,10,21,0,11,0,0,0.749566452,0,0,0,0,53.47829847,0,0.762187451,75.85497105035603,75.2543872036401
AD00472,101,103,0,8,18,0,83,1,0,0.72545277,0,0,0,0,62.27570402,0,0.763474505,67.48965827716256,68.61455757131449
AE00028,100,106,0,0,23,0,0,0,0,0.754068308,0,0,0,0,71.0001042,0,0.803063457,79.82672822389291,76.43685476380318
AE00226,183,200,1,1,27,0,0,0,0,0.776998766,0,0,0,0,51.64048508,0,0.81384639,72.51393171564145,70.45896537625757
AE00269,130,140,0,5,21,0,51,0,0,0.76162527,0,0,0,0,53.13494238,0,0.819948004,71.2049195990784,70.44784521450357
AE00270,140,164,1,5,22,0,0,0,0,0.794940805,0,0,0,0,45.46853918,0,0.910433196,72.86013140448985,69.79516381629148
AE00295,75,65,1,1,9,0,2,0,0,0.7268231740000001,0,0,0,0,60.35653105,0,0.641492341,75.96872065769941,74.69393309882882
AE00300,115,116,3,7,10,0,36,0,0,0.7613356859999999,0,0,0,0,72.90743938,0,0.700648099,62.8106469057094,64.871209316897
AE00341,99,101,0,2,11,0,0,0,0,0.8102269529999999,0,0,0,0,45.034130100000006,0,0.942442621,79.76684078444644,74.99404804501927
AE00447,212,220,3,1,40,0,1,0,0,0.7582152390000001,0,0,0,0,60.2087865,0,0.703674985,67.29694932682932,66.65883113037843
AF00029,132,148,1,0,9,0,0,0,0,0.82013215,0,0,0,0,39.83358536,0,0.995009829,73.55084356821185,68.47429676739284
AF00030,161,183,2,0,9,0,0,0,0,0.823280717,0,0,0,0,47.40820876,0,0.992896841,68.78444279183563,64.40282542800931
AF00031,146,171,1,4,5,0,0,0,0,0.82060144,0,0,0,0,40.95925188,0,0.94966409,72.18730113703,68.34187298089283
AF00032,436,509,2,0,9,0,0,0,0,0.790637467,0,0,0,0,49.91053929,0,0.881282797,61.001851466557625,59.56834246262416
AF00042,276,289,2,0,14,0,0,0,0,0.8054472229999999,0,0,0,0,36.11712236,0,0.99892717,66.54257878067864,61.07024762243347
AF00044,94,103,0,7,8,0,0,0,0,0.7832536999999999,0,0,0,0,41.79018578,0,0.977046311,79.43915282218713,74.90473704193997
AF00047,439,459,1,0,13,0,0,0,0,0.7952856709999999,0,0,0,0,34.97051304,0,0.999173443,64.94732005661521,58.78415105127965
AF00049,306,396,0,0,21,0,0,0,0,0.805663619,0,0,0,0,50.76439607,0,0.915433232,70.0270993645033,67.00231294343116
AF00054,183,208,0,0,10,0,0,0,0,0.832871395,0,0,0,0,40.46998763,0,0.993737007,76.21520686413787,70.68373703619525
AF00056,282,315,0,0,28,0,0,0,0,0.8031108229999999,0,0,0,0,34.26855973,0,1.0,73.1476333292714,67.14891866826285
AF00063,262,317,0,0,21,0,0,0,0,0.7848516809999999,0,0,0,0,49.68300876,0,0.938977086,72.79619781401243,69.07125982758365
AF00066,342,361,2,0,29,0,0,1,0,0.7996583279999999,0,0,0,0,35.38688229,0,0.9925026840000001,65.61817467654731,59.28879598405751
AF00071,202,226,1,0,10,0,0,0,0,0.829632015,0,0,0,0,49.19738876,0,0.987490785,71.10554779497056,66.49233697601353
AF00079,159,170,0,3,7,0,0,0,0,0.815154603,0,0,0,0,40.35009023,0,0.974091261,77.28271034642435,72.2373249178305
AF00084,343,364,1,1,22,0,0,0,0,0.817316513,0,0,0,0,48.01425219,0,0.9620227809999999,67.45192085465114,63.06010354953402
AF00085,252,298,2,0,21,0,0,0,0,0.8146536040000001,0,0,0,0,47.64334279,0,0.9401964190000001,66.25265664642711,62.78231326643464
AF00087,77,95,0,0,3,0,0,0,0,0.794894387,0,0,0,0,32.35476211,0,1.0,79.83293691053329,74.86511882558199
AF00091,286,341,2,5,10,0,0,0,0,0.7981510559999999,0,0,0,0,46.71755557,0,0.967367124,63.5463978065626,61.067464589599915
AF00092,218,255,0,3,2,0,0,0,0,0.855719184,0,0,0,0,28.4065752,0,1.0,74.15231795950153,68.17705678482963
AF00093,186,209,2,0,8,0,0,0,0,0.804485268,0,0,0,0,41.42570476,0,0.9990715729999999,68.16975214456788,63.56152083338882
AF00094,3,4,0,3,1,0,0,0,0,0.801187159,0,0,0,0,27.88095238,0,1.0,82.76088980227783,77.75640030823887
AF00095,315,337,0,0,28,0,0,0,0,0.793142406,0,0,0,0,44.1177415,0,0.960606292,72.51226397864755,67.43114472924205
AF00096,308,356,1,10,18,0,0,0,0,0.7890379120000001,0,0,0,0,48.09364559,0,0.972972973,65.78300064325188,62.794660148854234
AF00098,396,508,0,0,31,0,0,0,0,0.800649632,0,0,0,0,50.27823974,0,0.863455718,66.79014485241835,64.55105010749124
AF00102,246,266,3,5,16,0,0,0,0,0.854316179,0,0,0,0,32.71956657,0,1.0,63.198095824296786,58.25346335001833
AF00105,0,0,0,4,0,0,0,0,0,1.0,0,0,0,0,0.0,0,1.0,83.63444487027895,75.69486087642183
AF00107,373,448,1,0,23,0,0,0,0,0.819343455,0,0,0,0,53.136672600000004,0,0.887854873,64.99245424135587,62.8209114536495
AF00108,356,376,0,2,22,0,0,0,0,0.79492127,0,0,0,0,45.2120021,0,0.966544098,70.80785820177053,65.77261243409538
AF00111,400,449,1,0,25,0,0,0,0,0.8016312040000001,0,0,0,0,38.69471893,0,0.93482102,65.41922082530213,60.69124080476668
AF00115,273,332,1,7,16,0,0,1,0,0.805602459,0,0,0,0,50.52493792,0,0.972715399,66.84616762761411,63.926841844988246
AF00116,328,368,2,9,15,0,0,0,0,0.824359968,0,0,0,0,48.27271641,0,0.9734434740000001,62.08367619428581,59.74805433123693
AF00119,248,278,0,1,18,0,0,0,0,0.791863902,0,0,0,0,51.90345736,0,0.859178406,73.96696419814269,71.12636930170427
AF00122,294,324,3,0,13,0,0,0,0,0.8241007490000001,0,0,0,0,47.68731209,0,0.9664595440000001,63.4776967891446,59.90875790184123
AF00131,229,248,1,0,17,0,0,0,0,0.80164984,0,0,0,0,39.01590445,0,0.99851476,70.8179624851712,65.60669283776275
AF00136,244,255,1,0,14,0,0,0,0,0.817561963,0,0,0,0,41.98859264,0,0.942909012,70.49550749671323,66.08577793456078
AF00139,332,326,1,0,20,0,0,0,0,0.786916328,0,0,0,0,47.24165218,0,0.9041071009999999,68.98036899961038,65.16454128634635
AF00142,358,391,4,2,17,0,0,0,0,0.8053361840000001,0,0,0,0,54.11993784,0,0.840011078,61.22123668389467,60.451861295924836
AF00153,281,336,2,0,7,0,0,0,0,0.805950411,0,0,0,0,53.72136912,0,0.8116747990000001,64.69785138808312,64.18220527637519
AF00157,108,114,0,0,19,0,0,0,0,0.8132789709999999,0,0,0,0,39.76818623,0,0.984157776,79.57830616729417,74.30011749870255
AF00167,403,508,3,4,7,0,0,0,0,0.8022719770000001,0,0,0,0,49.32153905,0,0.881477491,57.896575340214554,57.99962553790432
AF00168,302,305,2,0,23,0,0,0,0,0.811445223,0,0,0,0,36.02528163,0,0.999275012,66.6266524888911,60.520295566176316
AF00169,410,448,2,0,13,0,0,0,0,0.783533708,0,0,0,0,46.06803592,0,0.967171129,62.92097426907765,59.03038807739183
AF00172,169,190,0,4,19,0,0,0,0,0.846145805,0,0,0,0,32.20692765,0,1.0,76.84101724681797,70.86936380474475
AF00180,386,450,4,3,2,0,0,0,0,0.7954736920000001,0,0,0,0,49.26129278,0,0.898486001,58.9115987800963,58.24829972868899
AF00183,144,149,0,9,22,0,0,0,0,0.805946956,0,0,0,0,40.5322431,0,0.997031461,78.09544569352634,72.73953849765265
AF00184,281,284,3,0,19,0,0,0,0,0.7906349109999999,0,0,0,0,45.23025334,0,0.962457522,65.19789670935829,60.713720244884826
AF00185,439,504,3,17,14,0,0,0,0,0.784385045,0,0,0,0,48.3567555,0,0.891958285,55.011545703229835,56.116560863598366
AF00187,799,907,6,8,14,0,0,0,0,0.798778855,0,0,0,0,44.66841622,0,0.904957385,53.31641993030826,51.17750246193663
AF00197,173,201,0,2,3,0,0,0,0,0.811693178,0,0,0,0,45.74834468,0,0.941259932,76.13062168315288,71.83086419495778
AF00199,332,373,0,2,20,0,0,0,0,0.808994916,0,0,0,0,35.64822732,0,0.99762142,70.7057627631896,64.84301517018167
AF00214,109,100,0,1,6,0,0,0,0,0.795449992,0,0,0,0,30.4688145,0,0.993897514,79.7135359118553,74.51003587218133
AF00216,126,130,0,5,9,0,0,0,0,0.83182607,0,0,0,0,32.80695616,0,0.938626264,78.69021965742606,73.85034373670344
AF00218,183,172,0,1,20,0,0,0,0,0.7338202779999999,0,0,0,0,47.92804411,0,0.7947855340000001,77.59943157603458,75.52945293784856
AF00220,118,120,0,3,10,0,0,0,0,0.8479204,0,0,0,0,30.48452763,0,1.0,79.15645588985456,73.15941674058648
AF00221,78,78,0,6,9,0,0,0,0,0.797428136,0,0,0,0,37.15531857,0,0.9995214659999999,80.3811046493436,75.25985414318403
AF00243,104,133,0,6,2,0,0,0,0,0.819475194,0,0,0,0,39.50487435,0,0.976386482,78.38106993726474,73.52877039148392
AF00244,131,149,0,3,8,0,0,0,0,0.801830078,0,0,0,0,40.01491912,0,1.0,78.00075468727009,72.90095284398755
AF00249,213,227,0,8,7,0,0,0,0,0.777516193,0,0,0,0,39.0253012,0,0.9971651309999999,74.93844921380793,70.07994895206971
AF00253,200,220,0,16,12,0,0,0,0,0.847305062,0,0,0,0,39.33633657,0,0.983129635,75.20046181219429,69.19906213811096
AF00255,50,49,0,3,7,0,0,0,0,0.779902415,0,0,0,0,35.4825825,0,0.999738083,81.32149163119874,76.4736843498098
AF00258,130,129,0,4,5,0,0,0,0,0.7588020120000001,0,0,0,0,45.71235461,0,0.859687729,78.52028352634647,75.57966043266549
AF00260,185,209,2,1,9,0,0,0,0,0.814060905,0,0,0,0,31.751383399999998,0,0.9235309620000001,67.93446737249684,63.95341975278808
AF00263,38,36,0,1,5,0,0,0,0,0.7859866109999999,0,0,0,0,49.90657206,0,0.9957763140000001,81.76600493136704,76.3078688277384
AF00264,192,189,0,5,9,0,0,0,0,0.816363492,0,0,0,0,32.9920027,0,0.9275340120000001,76.58513381677767,71.93693740622349
AF00266,104,105,0,3,2,0,0,0,0,0.7426370640000001,0,0,0,0,44.41966998,0,0.986125934,79.27485836014563,74.99249541448575
AF00273,87,95,0,2,6,0,0,0,0,0.828920711,0,0,0,0,29.98289219,0,1.0,79.91453384626492,74.36785838306712
AF00275,153,164,0,2,14,0,0,0,0,0.8053385890000001,0,0,0,0,35.71384204,0,1.0,77.68234864173813,72.34046966079605
AF00278,226,223,0,0,25,0,0,0,0,0.763025802,0,0,0,0,38.68650441,0,0.999906573,76.1694350958642,70.82105183391525
AF00288,89,85,0,1,5,0,0,0,0,0.817016097,0,0,0,0,37.23913483,0,0.988477865,80.23692522529761,74.7614445983737
AF00305,227,236,1,0,15,0,0,0,0,0.769918109,0,0,0,0,42.31173923,0,0.999968383,71.27113598306359,66.38899431025293
AF00308,172,173,0,6,14,0,0,0,0,0.7586531329999999,0,0,0,0,45.54343512,0,0.9828023370000001,77.11010678965576,72.69846187871478
AF00311,157,181,1,1,4,0,0,0,0,0.81933636,0,0,0,0,38.9879665,0,0.999934063,72.19488069987592,67.3247646932945
AF00312,256,274,1,4,11,0,0,0,0,0.768684664,0,0,0,0,34.39612157,0,0.8567900540000001,69.30352612749898,66.83278173548732
AF00313,179,189,1,6,7,0,0,0,0,0.8242733059999999,0,0,0,0,34.65827077,0,0.9995156209999999,71.48507737754026,66.51887868940695
AF00318,275,286,0,3,28,0,0,0,0,0.740755616,0,0,0,0,44.79120671,0,0.7848177829999999,73.89807986985765,72.28198363559525
AF00321,243,282,0,2,7,0,0,0,0,0.812737195,0,0,0,0,40.34199862,0,0.999655937,73.38559737123558,68.24849811122871
AF00323,145,130,0,0,7,0,0,0,0,0.81635764,0,0,0,0,35.15988653,0,0.9863967509999999,78.82533035498169,73.18510749449248
AF00329,345,353,0,3,24,0,0,0,0,0.7638181340000001,0,0,0,0,47.8267561,0,0.99995122,71.60075595788943,66.32522259708527
AF00339,207,195,0,16,17,0,0,0,0,0.803572127,0,0,0,0,35.89868099,0,0.999232709,76.13789696015533,69.95178500303686
AF00342,633,667,0,1,33,0,0,80,0,0.77830271,0,0,0,0,37.74424701,0,0.996636355,65.50117818238762,55.70956942926232
AF00348,195,190,0,2,43,0,0,0,0,0.880333815,0,0,0,0,23.27152874,0,0.994919595,77.60403095865487,70.25497435231595
AF00352,123,132,1,1,18,0,0,0,0,0.782123861,0,0,0,0,39.56777425,0,1.0,74.29600365734598,69.4938162910789
AF00358,152,166,0,2,6,0,0,0,0,0.8381831909999999,0,0,0,0,29.84306384,0,1.0,77.48241734940416,71.6784712069592
AF00367,235,248,2,5,8,0,0,0,0,0.786677301,0,0,0,0,40.55988168,0,0.991088926,66.29242616840546,62.441100010069114
AF00371,216,230,0,4,6,0,0,0,0,0.8193989340000001,0,0,0,0,43.74749361,0,0.97438341,75.09524084684516,70.09273429813689
AF00372,31,22,0,8,20,0,0,0,0,0.832654267,0,0,0,0,15.13855422,0,1.0,82.5464648936675,77.0520335954523
AF00373,337,360,3,7,10,0,0,0,0,0.81244661,0,0,0,0,38.51283444,0,0.986049941,60.78790956772493,57.273843876482964
AF00375,216,182,0,1,23,0,0,0,0,0.8506151609999999,0,0,0,0,24.50955748,0,1.0,77.48008998010631,70.38789438240627
AF00378,136,142,1,3,7,0,0,0,0,0.7745538279999999,0,0,0,0,42.03028416,0,0.996575799,73.44106241377567,69.08575936915943
AF00379,206,209,0,1,16,0,0,0,0,0.775088942,0,0,0,0,42.49690753,0,0.9546940209999999,76.27940257514736,71.7967774573547
AF00383,325,335,2,1,14,0,0,0,0,0.778906758,0,0,0,0,30.68389548,0,0.941955193,65.47389188095292,60.41031082393767
AF00385,190,225,1,3,2,0,0,0,0,0.757740484,0,0,0,0,45.27036814,0,0.999777658,70.5684447249939,66.93694830822128
AF00389,180,200,0,4,6,0,0,0,0,0.829725072,0,0,0,0,27.67791938,0,1.0,76.16417021090477,70.4342763444401
AF00390,73,75,0,1,5,0,0,0,0,0.765452253,0,0,0,0,42.90795761,0,0.9717431959999999,80.44530261305486,75.91062898172194
AF00393,223,255,0,5,4,0,0,0,0,0.796292381,0,0,0,0,39.84339315,0,0.982300163,74.02905382891895,69.41663167013286
AF00398,296,304,2,0,20,0,0,0,0,0.8379860490000001,0,0,0,0,36.14988423,0,0.9860046309999999,66.2579857391635,60.52309953909018
AF00399,240,293,1,3,5,0,0,0,0,0.777863592,0,0,0,0,43.19070972,0,0.994923157,68.41793151692545,64.7688281483844
AF00401,268,270,2,4,13,0,0,0,0,0.7546667640000001,0,0,0,0,44.37229939,0,0.996080399,66.48874333252718,62.45487723105153
AF00402,97,97,0,3,11,0,0,0,0,0.7987451440000001,0,0,0,0,41.08637737,0,1.0,79.84447383275712,74.59714021653492
AF00405,114,125,0,2,12,0,0,0,0,0.7637053709999999,0,0,0,0,37.89825669,0,0.9996493340000001,78.8843015333617,74.28683093292301
AF00406,179,193,0,1,2,0,0,0,0,0.756533736,0,0,0,0,45.71854754,0,0.994914871,76.42061340016076,71.91025835435717
AF00409,129,148,1,3,17,0,0,0,0,0.8226941259999999,0,0,0,0,40.30870879,0,0.99143102,73.43358404856723,68.60755488931497
AF00411,79,96,0,2,2,0,0,0,0,0.77210132,0,0,0,0,40.81041364,0,0.9999092890000001,79.66324206901976,74.97003113543875
AF00413,218,246,0,6,16,0,0,0,0,0.7415563909999999,0,0,0,0,44.80316531,0,0.933935845,74.56088665365174,71.35747776013534
AF00414,155,168,0,5,10,0,0,0,0,0.807115769,0,0,0,0,40.87766165,0,0.9957491620000001,77.31101999723137,72.13259907695976
AF00420,269,285,0,1,18,0,0,0,0,0.811259473,0,0,0,0,44.57107613,0,0.978862197,73.77148886653298,68.54098534155177
AF00421,209,205,1,3,2,0,0,0,0,0.7605952490000001,0,0,0,0,45.78188924,0,0.996133378,71.38895370940213,67.2319846065162
AF00424,129,143,1,5,10,0,0,0,0,0.820110696,0,0,0,0,39.10081471,0,0.9956432709999999,73.20239888340862,68.483978938908
AF00426,69,80,0,0,5,0,0,0,0,0.7395698709999999,0,0,0,0,46.47779871,0,0.994214209,80.25748901528347,75.80985018223181
AF00433,573,587,3,1,18,0,0,0,0,0.84680474,0,0,0,0,23.78339442,0,1.0,58.96075539810071,50.647762639607144
AF00436,132,142,0,5,9,0,0,0,0,0.809038732,0,0,0,0,33.60092253,0,1.0,78.210977207343,72.9024791747515
AF00441,132,138,1,7,4,0,0,0,0,0.799736204,0,0,0,0,38.25652646,0,1.0,73.04792110863538,68.5800346711623
AF00442,220,231,0,5,10,0,0,0,0,0.795633906,0,0,0,0,37.37768468,0,0.9919754540000001,75.07809068125667,69.90264620694994
AF00446,72,70,0,3,7,0,0,0,0,0.8127849509999999,0,0,0,0,42.64960817,0,0.975777725,80.71450354489971,75.46981029040228
AF00448,221,271,0,1,4,0,3,0,0,0.849513113,0,0,0,0,43.171556700000004,0,0.991763637,73.30920569936487,68.1842588778298
AF00459,210,217,0,5,17,0,0,0,0,0.76372906,0,0,0,0,49.65949298,0,0.7372332659999999,75.7216117510004,74.67474228507162
AF00462,67,69,0,1,0,0,0,0,0,0.8333169779999999,0,0,0,0,36.60564523,0,0.993916782,80.71966616675319,74.96050497163523
AF00463,320,336,2,1,12,0,0,0,0,0.79237617,0,0,0,0,33.05786137,0,0.9526346640000001,65.18586312679217,60.33891270552727
AF00464,46,55,0,1,14,0,0,0,0,0.78719086,0,0,0,0,41.27590221,0,0.997089639,81.31021021509434,76.34644416037514
AF00467,78,71,0,1,17,0,0,0,0,0.700555129,0,0,0,0,55.802285600000005,0,0.816241909,80.68804582531163,78.22788132562529
AM00033,142,162,0,0,24,0,3,0,0,0.744096592,0,0,0,0,60.3764187,0,0.818591167,77.63189266551272,75.22373795850132
AM00034,181,162,0,9,18,0,0,0,0,0.7461455490000001,0,0,0,0,63.6805669,0,0.704615265,77.44374813806432,76.53314829164145
AM00035,88,81,0,5,15,0,0,0,0,0.770374957,0,0,0,0,54.753288600000005,0,0.692283923,80.33451732859243,78.60000556005275
AM00062,164,172,2,7,12,0,0,0,0,0.7584826179999999,0,0,0,0,66.57407862,0,0.444846736,68.29821198925667,71.94952005372515
AM00155,152,156,2,6,14,0,32,0,0,0.804804025,0,0,0,0,76.63706905,0,0.6583268179999999,64.81545580103571,66.81003054031417
AM00176,120,121,0,1,13,0,0,0,0,0.75852421,0,0,0,0,34.117608700000005,0,0.942391304,79.09044238867342,75.18181559481083
AM00196,72,75,0,2,11,0,0,0,0,0.7834677520000001,0,0,0,0,34.10025208,0,0.992243552,80.56869605181724,75.79255274081831
AM00227,150,162,0,2,20,0,0,0,0,0.757849889,0,0,0,0,48.27374272,0,0.738175405,77.82658951387246,76.45723055491976
AM00268,73,79,0,2,14,0,2,0,0,0.762617807,0,0,0,0,62.39256385,0,0.705396625,80.18307559511703,77.80650771969762
AM00271,270,262,0,2,8,0,0,0,0,0.805198465,0,0,0,0,33.27953664,0,0.9468801920000001,74.2427023815604,69.12140536990094
AM00274,345,327,0,7,8,0,0,0,0,0.8367249520000001,0,0,0,0,29.67067662,0,0.995390855,71.55541925888815,64.62157291389148
AM00282,110,120,0,3,5,0,0,0,0,0.736470173,0,0,0,0,49.37120092,0,0.717348448,78.81206850371541,77.60357407865071
AM00337,32,34,0,1,6,0,0,0,0,0.803602707,0,0,0,0,46.36168757,0,0.9274800459999999,81.8955976809982,77.03880485095735
AM00343,85,75,0,2,11,0,0,0,0,0.7785009409999999,0,0,0,0,34.25281006,0,0.981901315,80.56445709492642,75.82313340246478
AM00394,296,273,0,4,25,0,0,0,0,0.810516786,0,0,0,0,31.255133100000002,0,0.9767242490000001,74.21096210968969,67.82540998626621
AM00428,106,123,0,4,18,0,0,0,0,0.761833599,0,0,0,0,52.02190171,0,0.794444444,78.98026005612388,76.86644110979556
